Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Italy,European Region of WHO,South West Europe,2019,11,3/11/2019,3/17/2019,869,869,,37,137,,18,192,,,,,192,677,Regional Outbreak
Italy,European Region of WHO,South West Europe,2019,12,3/18/2019,3/24/2019,624,624,,21,101,,17,139,,,,,139,485,Regional Outbreak
Italy,European Region of WHO,South West Europe,2019,13,3/25/2019,3/31/2019,454,454,,14,45,,3,62,,,,,62,392,Local Outbreak
Italy,European Region of WHO,South West Europe,2019,14,4/1/2019,4/7/2019,409,409,,5,32,,4,41,,,,,41,368,Sporadic
Italy,European Region of WHO,South West Europe,2019,15,4/8/2019,4/14/2019,307,307,,6,18,,,24,,,,,24,283,Sporadic
Italy,European Region of WHO,South West Europe,2019,16,4/15/2019,4/21/2019,203,200,,2,7,,1,10,,,,,10,190,Sporadic
Italy,European Region of WHO,South West Europe,2019,17,4/22/2019,4/28/2019,84,82,,2,2,,,4,,,,,4,78,Sporadic
Italy,European Region of WHO,South West Europe,2019,18,4/29/2019,5/5/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,19,5/6/2019,5/12/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,20,5/13/2019,5/19/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,21,5/20/2019,5/26/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,22,5/27/2019,6/2/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,23,6/3/2019,6/9/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,24,6/10/2019,6/16/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,25,6/17/2019,6/23/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,26,6/24/2019,6/30/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,27,7/1/2019,7/7/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,28,7/8/2019,7/14/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,29,7/15/2019,7/21/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,30,7/22/2019,7/28/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,31,7/29/2019,8/4/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,32,8/5/2019,8/11/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,33,8/12/2019,8/18/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,34,8/19/2019,8/25/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,35,8/26/2019,9/1/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,36,9/2/2019,9/8/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,37,9/9/2019,9/15/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,38,9/16/2019,9/22/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,39,9/23/2019,9/29/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,40,9/30/2019,10/6/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,41,10/7/2019,10/13/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,42,10/14/2019,10/20/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,43,10/21/2019,10/27/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,44,10/28/2019,11/3/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,45,11/4/2019,11/10/2019,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2019,46,11/11/2019,11/17/2019,463,463,,1,2,,,3,,,,,3,460,Sporadic
Italy,European Region of WHO,South West Europe,2019,47,11/18/2019,11/24/2019,537,537,,2,1,,,3,,1,,1,4,533,Sporadic
Italy,European Region of WHO,South West Europe,2019,48,11/25/2019,12/1/2019,560,560,,6,9,,,15,,3,,3,18,542,Sporadic
Italy,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,642,642,,3,22,,1,26,,1,,1,27,615,Sporadic
Italy,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,624,624,,11,27,,0,38,,6,1,7,45,579,Sporadic
Italy,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,765,765,,7,42,,5,54,,6,15,21,75,690,Local Outbreak
Italy,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,594,594,,11,31,,,46,,5,17,22,68,526,Local Outbreak
Italy,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,761,761,,25,30,,5,60,,3,22,25,85,676,Local Outbreak
Italy,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,932,932,,55,70,,3,128,,10,40,50,178,754,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,1372,12372,,131,166,,12,309,,40,105,145,454,918,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,1240,1240,,116,147,,19,282,,39,98,137,419,821,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,5,1/27/2020,2/2/2020,1581,1581,,148,191,,20,359,1,47,137,185,544,1037,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2020,6,2/3/2020,2/9/2020,1519,1519,,125,179,,24,328,2,69,115,186,514,1005,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2020,7,2/10/2020,2/16/2020,1303,1303,,118,193,,32,343,,61,143,204,547,756,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2020,8,2/17/2020,2/23/2020,1139,1139,,86,143,,60,289,,30,124,154,443,696,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2020,9,2/24/2020,3/1/2020,817,817,,57,117,,13,187,,18,73,91,278,539,Widespread Outbreak
Italy,European Region of WHO,South West Europe,2020,10,3/2/2020,3/8/2020,498,498,,23,45,,9,77,,3,31,34,111,387,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,11,3/9/2020,3/15/2020,239,228,,6,5,,2,13,,6,6,12,25,203,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,12,3/16/2020,3/22/2020,172,172,,,,,,,,,,,,89,Local Outbreak
Italy,European Region of WHO,South West Europe,2020,13,3/23/2020,3/29/2020,98,98,,,,,,,,,,,,,Local Outbreak
Italy,European Region of WHO,South West Europe,2020,14,3/30/2020,4/5/2020,68,52,,1,,,,1,,,,,1,38,Sporadic
Italy,European Region of WHO,South West Europe,2020,15,4/6/2020,4/12/2020,82,68,,,,,,,,,,,,,Sporadic
Italy,European Region of WHO,South West Europe,2020,16,4/13/2020,4/19/2020,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2020,17,4/20/2020,4/26/2020,,,,,,,,,,,,,,,No Report
Italy,European Region of WHO,South West Europe,2020,18,4/27/2020,5/3/2020,,,,,,,,,,,,,,,No Report
